subj,pas,discr_accu,loc_accu,expDes1,expDes2,expDes3,expDes4,expDes5
19,1,0,0,2,1,1,1,6
19,1,1,0,1,1,3,1,34
19,1,0,1,2,1,5,1,2
19,1,1,1,1,2,4,2,24
19,1,0,1,1,2,1,2,12
19,1,1,0,2,2,3,2,6
19,1,1,0,1,2,3,1,15
19,1,0,1,1,2,3,2,1
19,1,1,0,2,1,1,2,4
19,1,1,1,1,1,1,2,6
19,2,1,1,1,2,5,2,16
19,2,1,1,1,1,5,2,19
19,1,0,0,2,2,3,2,4
19,1,1,0,1,1,3,1,14
19,1,0,1,2,1,1,1,9
19,1,1,1,1,1,2,1,8
19,1,1,0,2,1,3,1,4
19,1,0,1,1,1,1,1,36
19,2,0,1,1,1,4,1,11
19,1,1,0,1,1,1,2,2
19,1,0,1,1,1,1,2,30
19,1,1,0,1,1,3,1,7
19,1,1,0,1,1,3,2,23
19,1,0,0,2,2,1,2,9
19,1,1,0,1,1,4,2,27
19,1,1,1,1,2,4,1,21
19,1,1,0,2,2,3,1,9
19,1,1,0,1,1,2,2,26
19,1,0,0,1,2,3,2,17
19,1,1,1,1,2,2,2,35
19,1,0,1,1,1,2,2,24
19,1,1,1,1,2,1,2,30
19,1,1,0,1,2,1,1,17
19,1,1,0,1,1,4,2,24
19,1,1,0,2,2,1,2,4
19,1,1,0,2,2,3,1,6
19,1,1,1,2,2,1,2,2
19,1,1,1,1,2,3,1,26
19,1,0,0,1,1,3,1,19
19,1,1,1,1,1,3,1,24
19,1,1,1,1,1,2,2,20
19,1,1,1,1,2,1,2,18
19,1,0,1,2,2,5,2,5
19,1,0,0,2,2,4,1,4
19,1,0,1,1,2,1,2,13
19,1,0,1,1,1,1,1,4
19,1,0,1,2,2,1,2,5
19,1,1,1,1,1,3,2,10
19,2,1,1,1,2,5,2,26
19,1,1,1,1,1,4,2,5
19,1,0,1,2,2,4,2,7
19,1,1,1,2,1,1,2,5
19,4,1,1,1,2,5,1,26
19,1,1,1,1,1,1,2,21
19,3,1,1,1,1,5,2,23
19,3,1,1,1,2,4,1,31
19,1,1,1,1,1,2,2,36
19,2,1,1,1,2,2,2,18
19,1,1,1,2,1,5,2,6
19,2,1,0,1,1,3,1,20
19,1,1,0,2,1,1,2,8
19,1,1,1,2,1,1,1,3
19,1,1,0,2,2,1,2,9
19,1,1,0,1,2,3,2,36
19,1,0,1,1,1,1,1,29
19,1,0,1,2,2,2,2,10
19,1,1,0,2,1,1,2,10
19,1,0,1,1,1,2,2,6
19,1,1,0,1,1,2,1,5
19,1,1,0,1,2,2,2,9
19,1,0,0,2,2,1,1,4
19,1,1,0,1,2,2,1,8
19,2,0,1,1,2,4,2,3
19,1,1,0,2,2,2,2,1
19,2,0,1,1,2,1,2,9
19,1,0,0,1,2,3,1,19
19,1,1,1,1,1,1,1,5
19,2,1,1,2,2,2,2,4
19,1,0,1,1,1,4,2,10
19,1,0,1,1,1,3,1,4
19,1,0,0,2,1,5,1,9
19,2,1,1,1,1,4,1,20
19,1,0,1,1,2,3,1,23
19,1,1,0,1,2,1,2,15
19,2,1,1,1,1,5,2,24
19,1,0,0,2,2,4,2,7
19,2,0,1,1,1,3,1,21
19,1,1,1,1,2,4,1,9
19,1,1,0,1,1,1,2,5
19,2,1,1,2,1,4,2,1
19,1,1,0,2,2,2,2,7
19,1,1,1,2,2,1,2,4
19,1,1,1,2,1,5,1,3
19,1,1,1,2,1,2,2,1
19,1,0,0,2,1,2,1,9
19,1,0,0,1,2,1,2,22
19,1,1,1,1,2,1,2,33
19,1,0,0,2,2,5,2,10
19,1,0,1,2,2,5,2,3
19,3,1,1,1,2,5,1,8
19,3,1,1,1,2,4,1,33
19,3,1,1,1,2,5,2,4
19,1,1,0,1,2,1,1,14
19,1,0,1,2,1,4,1,10
19,1,0,0,2,1,4,1,7
19,2,1,1,1,2,5,2,29
19,3,1,1,1,1,5,2,7
19,1,1,0,2,1,3,1,5
19,2,1,0,2,1,1,2,2
19,2,1,0,2,2,3,1,8
19,1,0,1,2,2,5,1,7
19,2,1,1,1,2,5,1,33
19,1,1,0,1,2,2,2,10
19,2,0,1,1,2,2,2,21
19,1,0,1,1,1,3,1,29
19,2,0,1,2,2,5,2,4
19,1,0,0,1,1,1,2,29
19,1,0,0,2,1,3,1,4
19,1,1,0,1,2,3,1,12
19,2,1,1,1,2,4,1,32
19,1,0,0,2,2,4,1,7
19,1,1,1,2,1,4,1,8
19,1,0,0,2,1,2,1,2
19,1,1,0,2,1,5,1,9
19,1,0,0,1,1,2,1,18
19,2,1,1,1,1,5,2,28
19,1,0,0,1,2,3,2,7
19,1,0,0,1,1,4,2,33
19,1,0,1,1,2,1,1,9
19,1,1,1,2,1,4,2,7
19,2,1,1,1,2,4,1,19
19,1,1,0,1,2,2,1,35
19,2,0,1,1,2,5,2,32
19,3,1,1,1,2,5,1,4
19,3,1,1,1,1,5,1,8
19,3,1,1,1,1,5,2,6
19,2,1,1,1,1,4,2,29
19,1,0,0,2,2,2,2,8
19,1,1,0,1,1,3,1,22
19,1,1,0,1,1,1,2,11
19,1,1,0,1,2,2,2,22
19,2,1,1,1,1,4,1,28
19,1,1,0,2,2,3,1,6
19,1,1,1,1,2,1,1,26
19,1,0,1,2,2,3,1,5
19,1,1,0,1,2,2,2,30
19,1,1,1,1,1,1,1,2
19,1,0,0,2,1,3,2,1
19,1,1,1,2,2,5,2,5
19,1,1,1,1,1,4,2,32
19,1,0,1,2,1,2,2,2
19,1,1,0,1,1,2,1,20
19,1,0,0,1,1,3,1,35
19,1,0,0,1,2,3,1,29
19,2,0,1,1,1,3,1,9
19,1,1,0,1,2,3,1,1
19,1,0,0,1,1,3,2,8
19,1,0,0,2,1,1,1,10
19,1,1,1,1,1,3,2,31
19,1,1,0,1,2,2,1,22
19,1,0,0,1,1,1,2,20
19,2,0,1,1,1,4,2,2
19,3,1,1,1,1,4,1,21
19,4,1,1,1,1,5,1,20
19,1,1,0,1,1,1,2,10
19,1,0,0,2,2,3,1,8
19,1,0,0,1,2,3,2,6
19,1,1,0,1,1,3,1,18
19,2,1,1,1,1,4,1,19
19,2,1,1,1,2,4,1,1
19,2,1,1,1,2,3,2,2
19,3,1,1,1,1,5,1,26
19,1,0,0,1,1,3,2,21
19,1,1,0,1,2,1,2,1
19,1,0,1,2,1,4,2,9
19,1,1,0,1,1,1,1,18
19,1,1,1,1,2,1,2,14
19,1,1,0,2,2,1,2,1
19,3,1,1,1,1,4,1,24
19,1,1,1,2,1,3,1,9
19,1,0,0,1,1,1,2,3
19,2,1,1,1,1,3,1,3
19,1,1,0,1,2,1,2,3
19,3,1,1,1,2,5,1,2
19,1,0,0,2,1,5,1,7
19,1,1,0,1,2,3,2,20
19,1,1,1,1,1,2,1,30
19,1,1,1,1,2,2,2,11
19,3,1,1,1,2,5,2,12
19,1,0,0,2,2,1,2,1
19,1,0,1,1,2,2,1,15
19,1,0,1,1,2,3,2,9
19,1,1,1,2,1,1,2,6
19,3,1,1,1,1,5,1,1
19,1,0,1,2,2,1,1,1
19,1,1,1,2,2,4,1,10
19,1,0,0,2,2,5,2,8
19,1,1,0,1,2,3,2,14
19,1,0,1,1,1,3,2,22
19,1,1,0,2,1,2,1,2
19,1,0,1,2,2,3,1,5
19,1,0,1,2,1,5,1,10
19,1,1,0,2,2,5,1,9
19,1,1,0,1,2,1,1,3
19,1,0,0,2,2,1,1,9
19,1,0,1,1,2,2,2,23
19,1,0,1,2,1,3,2,6
19,1,1,1,1,1,5,2,16
19,1,0,0,2,1,4,2,8
19,1,0,0,1,2,1,2,27
19,3,1,1,1,1,5,1,14
19,1,0,0,1,2,1,1,12
19,1,0,1,2,2,3,2,3
19,1,1,0,1,2,2,1,26
19,2,0,1,1,2,4,2,2
19,1,1,1,2,1,5,2,7
19,1,0,0,1,1,2,1,1
19,1,0,1,1,2,2,2,6
19,1,1,1,1,1,1,1,15
19,1,0,0,2,2,5,1,2
19,1,1,1,1,2,3,2,33
19,1,0,1,1,2,3,2,34
19,1,0,0,1,2,1,2,24
19,1,0,1,2,1,1,1,3
19,1,1,0,1,1,5,2,15
19,1,1,0,1,1,1,1,9
19,1,1,0,2,2,5,1,4
19,1,1,1,1,1,4,2,14
19,3,1,1,1,2,5,2,35
19,2,1,1,1,1,4,1,36
19,3,1,1,1,1,5,1,34
19,1,1,1,1,2,2,1,3
19,1,1,0,1,2,1,1,10
19,1,0,0,2,1,5,2,1
19,1,0,1,2,2,1,1,5
19,1,0,0,1,2,2,1,32
19,1,0,1,1,1,4,2,7
19,1,0,1,2,2,2,1,8
19,1,0,0,2,1,5,2,10
19,1,0,0,1,2,1,1,16
19,1,0,0,1,2,4,2,25
19,1,0,0,2,2,4,1,9
19,1,1,0,1,1,1,1,21
19,3,1,1,1,1,5,2,4
19,1,1,0,2,2,4,2,4
19,2,0,1,1,2,4,2,31
19,1,1,0,2,1,4,1,2
19,1,1,1,1,2,4,2,32
19,3,1,1,1,2,5,2,18
19,1,1,1,1,2,2,1,10
19,1,0,0,1,2,1,2,35
19,1,1,0,1,2,3,2,3
19,3,1,1,1,2,5,2,20
19,3,1,1,1,1,5,1,27
19,1,0,1,2,2,1,2,3
19,1,0,1,1,1,2,2,18
19,1,0,1,1,2,3,1,31
19,1,0,1,2,1,1,1,7
19,1,1,1,2,1,3,1,8
19,1,0,1,1,1,1,1,23
19,1,1,1,2,2,4,1,6
19,1,0,1,1,2,3,1,32
19,1,1,1,1,2,2,1,13
19,1,0,0,1,2,1,2,7
19,3,1,1,1,2,5,1,13
19,1,1,0,2,1,2,2,9
19,1,1,0,1,2,2,2,31
19,1,1,0,2,1,2,2,10
19,1,1,0,1,1,2,1,4
19,1,0,1,1,1,1,2,8
19,3,1,1,1,2,5,2,17
19,1,0,0,2,2,5,1,10
19,2,1,1,1,2,4,1,3
19,2,1,1,1,1,4,1,16
19,2,1,1,1,2,4,1,12
19,2,1,1,1,1,5,1,29
19,1,0,1,1,1,3,2,15
19,3,1,1,1,2,5,1,12
19,3,1,1,1,1,5,1,3
19,1,0,0,1,2,4,2,19
19,1,0,0,1,1,1,1,32
19,1,0,1,1,1,1,1,30
19,1,0,1,2,2,4,1,3
19,3,1,1,1,1,4,1,31
19,3,1,1,1,1,5,2,21
19,1,0,1,1,2,4,2,35
19,1,1,0,1,2,3,2,22
19,1,1,0,2,2,2,1,3
19,1,1,1,1,2,2,1,6
19,1,0,0,1,2,1,1,22
19,1,0,1,1,1,3,2,9
19,1,1,1,1,1,3,2,5
19,1,1,0,2,1,2,1,10
19,1,1,1,2,1,1,1,2
19,1,1,1,2,1,5,2,8
19,1,0,0,1,2,3,2,23
19,1,1,0,2,1,4,1,3
19,1,1,1,1,2,3,2,10
19,1,0,0,1,2,2,1,23
19,1,1,0,1,2,2,1,30
19,1,1,1,2,2,2,1,3
19,1,0,0,1,2,4,2,9
19,1,1,0,1,2,4,2,15
19,3,1,1,1,1,5,1,5
19,1,1,1,1,2,1,2,28
19,3,1,1,1,2,4,1,16
19,1,1,1,2,1,2,1,3
19,3,1,1,1,2,4,1,13
19,1,1,1,1,1,1,1,20
19,3,1,1,1,1,5,1,13
19,1,0,0,2,2,5,1,7
19,1,0,1,2,2,4,1,9
19,1,0,0,1,2,2,2,4
19,1,1,0,1,1,1,2,15
19,2,1,1,1,2,4,1,4
19,3,1,1,1,1,5,2,14
19,1,1,0,2,2,4,1,10
19,1,1,0,2,2,3,2,1
19,1,1,1,1,2,4,2,29
19,1,1,1,2,2,3,1,3
19,1,0,0,1,2,1,1,24
19,1,1,0,1,2,1,1,8
19,1,1,1,1,1,1,2,17
19,3,1,1,1,2,5,2,9
19,1,1,1,2,1,3,1,9
19,3,1,1,1,2,5,2,10
19,1,1,1,2,1,2,2,5
19,1,0,1,2,1,2,2,6
19,1,0,1,2,2,3,1,1
19,1,0,0,2,1,4,2,10
19,2,1,1,1,2,4,1,24
19,3,1,1,1,1,5,1,30
19,1,1,0,2,1,2,1,5
19,1,1,1,1,1,1,1,7
19,1,1,1,2,2,3,2,2
19,1,0,0,1,2,2,1,16
19,1,0,1,1,2,1,2,29
19,1,0,1,2,2,4,1,6
19,1,1,1,1,1,5,2,12
19,1,1,0,2,2,4,1,5
19,1,0,1,1,2,1,1,2
19,1,0,0,2,1,2,2,2
19,3,1,1,1,2,5,2,19
19,1,0,1,2,1,5,2,9
19,2,1,1,1,2,4,1,29
19,1,0,1,2,2,2,1,10
19,1,0,1,2,1,5,1,6
19,1,1,1,2,1,4,1,5
19,3,1,1,1,1,5,1,4
19,1,0,1,1,2,3,2,21
19,1,0,0,1,2,2,1,19
19,3,1,1,1,2,5,2,36
19,1,0,1,1,1,2,2,15
19,1,1,1,2,2,4,2,10
19,1,1,1,1,1,2,1,35
19,1,1,1,2,2,3,2,4
19,1,1,0,2,1,2,2,5
19,1,1,1,2,1,5,1,7
19,3,1,1,1,2,5,2,6
19,1,1,1,1,1,3,2,27
19,1,0,0,2,1,5,1,8
19,1,1,0,2,1,1,1,5
19,2,1,1,1,2,3,1,21
19,1,1,1,1,1,3,1,13
19,1,1,0,1,2,3,2,30
19,1,0,1,2,2,5,2,10
19,1,1,0,1,2,3,1,11
19,1,0,1,2,1,4,1,1
19,1,0,1,1,2,1,1,19
19,3,1,1,1,2,4,1,7
19,1,0,0,1,2,2,2,32
19,1,0,1,2,1,4,1,3
19,4,1,1,1,1,5,1,10
19,4,1,1,1,1,5,2,33
19,4,1,1,1,1,5,1,25
19,2,1,1,1,1,3,2,3
19,1,0,0,1,1,1,1,1
19,1,0,0,1,1,1,2,36
19,1,1,1,2,1,2,1,7
19,1,1,0,1,2,4,2,23
19,1,0,1,1,2,3,1,3
19,1,0,0,2,1,3,2,4
19,1,0,1,2,1,3,2,1
19,1,0,1,2,1,5,1,4
19,1,0,1,2,2,1,1,1
19,1,1,0,1,1,3,1,8
19,1,1,0,1,2,4,1,17
19,1,1,0,1,2,1,2,8
19,4,1,1,1,2,5,1,6
19,1,1,1,2,1,1,2,1
19,1,1,1,2,1,4,1,6
19,1,1,0,2,1,5,2,4
19,1,0,0,2,1,1,1,8
19,1,1,0,1,2,2,2,28
19,1,1,1,2,1,3,1,6
19,1,1,0,1,1,2,1,32
19,1,1,0,2,1,5,2,4
19,1,0,1,1,1,2,1,17
19,1,0,1,2,1,1,2,2
19,1,1,1,2,2,3,1,7
19,2,1,1,1,1,5,2,25
19,1,0,1,2,1,5,2,6
19,3,1,1,1,1,4,1,17
19,1,1,1,1,1,2,2,32
19,1,1,1,2,2,2,2,9
19,2,0,1,1,1,4,1,29
19,3,1,1,1,1,4,1,12
19,1,1,1,2,2,1,1,7
19,1,1,1,2,1,5,1,5
19,2,1,1,1,1,4,2,22
19,1,1,0,2,2,3,2,2
19,1,0,0,1,1,1,1,35
20,1,0,1,1,1,3,2,24
20,1,1,0,1,1,2,2,22
20,1,0,1,2,2,3,2,5
20,1,1,0,2,1,1,1,2
20,1,0,0,1,2,4,2,26
20,2,0,0,2,2,3,2,1
20,2,1,1,1,1,5,1,22
20,1,1,0,1,1,3,2,15
20,2,1,1,1,1,4,2,12
20,1,0,0,1,1,1,1,16
20,1,1,1,1,1,5,2,26
20,1,0,0,1,2,3,1,5
20,1,1,1,1,1,2,1,18
20,2,1,1,1,1,3,2,32
20,2,1,1,1,1,3,1,36
20,2,0,1,1,2,3,2,16
20,1,1,1,2,1,2,2,9
20,1,0,0,1,1,2,1,1
20,1,1,1,1,1,3,2,1
20,1,0,1,1,2,1,1,9
20,2,0,1,1,2,4,2,20
20,1,1,1,2,1,3,2,1
20,1,0,0,1,2,1,2,17
20,2,1,0,2,2,4,1,9
20,1,1,0,2,1,1,1,6
20,1,1,1,1,1,2,1,21
20,1,1,0,1,2,1,1,20
20,3,1,1,1,1,5,1,21
20,2,0,1,1,1,3,2,6
20,1,1,1,2,2,1,2,3
20,3,1,1,1,2,5,1,30
20,2,0,1,1,2,2,2,4
20,3,0,1,1,2,4,1,13
20,1,1,1,2,1,4,1,3
20,2,0,1,1,2,3,2,18
20,1,0,1,2,1,4,2,2
20,1,0,0,2,1,3,2,10
20,2,1,1,1,2,2,2,13
20,2,1,1,1,2,2,2,36
20,1,0,1,2,1,2,2,8
20,1,0,1,1,1,2,2,1
20,2,0,1,1,2,3,1,27
20,3,1,1,1,1,5,1,30
20,1,0,0,1,1,1,2,1
20,2,0,1,1,2,3,2,20
20,1,1,0,2,2,2,2,1
20,2,1,1,1,1,3,2,12
20,1,1,0,2,2,3,1,9
20,2,1,1,1,1,5,2,18
20,1,0,1,1,2,1,2,1
20,3,1,1,1,1,5,2,10
20,1,0,1,2,2,3,2,7
20,1,0,1,2,2,3,1,4
20,2,0,1,1,1,3,1,33
20,2,0,1,1,1,2,1,5
20,1,1,0,2,1,3,1,7
20,1,1,0,2,1,5,2,6
20,1,0,0,1,1,2,2,36
20,1,0,1,1,2,1,2,35
20,2,0,1,1,1,3,1,26
20,1,1,1,2,2,2,1,2
20,1,0,0,2,2,5,1,7
20,1,0,1,1,1,1,1,28
20,2,1,1,1,1,5,2,33
20,1,1,1,2,2,2,1,8
20,1,1,1,1,2,2,1,4
20,1,1,1,2,2,3,2,1
20,1,0,1,1,2,1,2,19
20,1,1,0,2,2,1,1,2
20,2,0,1,1,2,4,1,34
20,2,0,1,1,1,4,1,23
20,1,1,0,2,1,3,1,1
20,2,0,1,1,2,3,2,8
20,3,1,1,1,1,4,1,11
20,2,0,1,2,2,2,2,8
20,1,0,1,1,2,2,2,32
20,1,0,0,2,2,1,1,7
20,3,1,1,1,2,4,1,21
20,1,0,0,2,2,4,2,5
20,2,1,1,1,1,3,2,14
20,1,0,1,1,1,2,2,11
20,2,1,1,1,2,3,1,29
20,1,1,1,2,2,4,1,7
20,3,1,1,1,1,5,1,14
20,3,1,1,1,1,5,2,5
20,3,1,1,1,2,5,1,24
20,1,1,1,1,2,2,1,25
20,3,0,1,1,2,3,1,15
20,1,0,1,1,1,1,2,2
20,1,1,1,1,1,1,1,2
20,1,0,0,2,1,1,2,1
20,2,1,1,1,1,3,1,2
20,1,1,0,2,1,4,1,10
20,1,1,0,1,1,1,2,29
20,1,0,0,1,2,1,1,13
20,1,1,0,1,2,2,2,11
20,2,0,1,1,1,4,2,18
20,2,0,1,1,2,4,2,9
20,1,0,1,2,1,5,1,9
20,1,0,1,2,1,1,2,6
20,2,1,1,1,2,3,2,6
20,1,1,0,1,1,2,2,12
20,2,0,1,1,2,4,2,1
20,1,0,1,1,1,2,1,10
20,1,1,0,1,1,4,1,1
20,1,1,1,1,1,1,2,14
20,1,1,0,2,1,1,2,10
20,1,0,0,1,1,3,1,17
20,1,1,1,2,1,5,2,3
20,2,1,1,1,1,5,1,27
20,3,1,1,1,2,5,2,10
20,1,1,1,2,1,2,1,7
20,1,0,1,2,1,5,2,3
20,1,1,0,2,1,3,2,3
20,1,1,1,2,1,5,1,7
20,1,0,1,2,2,5,1,10
20,1,1,1,2,1,2,2,1
20,1,0,0,2,2,2,2,4
20,1,0,1,1,1,2,1,24
20,1,0,1,2,1,4,1,2
20,1,1,0,2,2,1,2,5
20,2,0,1,1,2,5,1,7
20,1,1,1,1,1,2,1,27
20,2,0,1,1,2,4,1,36
20,1,1,1,2,1,2,2,2
20,1,1,1,2,1,1,1,3
20,1,0,1,2,2,4,1,2
20,1,0,1,1,1,3,1,3
20,1,1,0,2,1,2,2,4
20,1,0,1,1,2,1,2,6
20,1,0,1,2,1,2,1,1
20,1,0,0,2,1,4,1,1
20,1,1,1,1,1,1,1,19
20,1,1,0,2,2,2,2,7
20,1,0,1,2,1,3,2,4
20,1,1,1,2,1,4,2,1
20,1,1,1,2,1,1,2,10
20,1,1,0,2,1,2,2,7
20,1,0,0,2,2,1,2,3
20,1,0,1,1,2,3,2,12
20,1,1,1,2,1,2,1,8
20,1,0,0,2,2,5,2,7
20,2,0,1,1,1,4,2,31
20,1,0,1,2,2,1,1,5
20,1,0,0,2,2,1,2,6
20,1,0,1,1,1,2,2,7
20,2,1,1,1,1,5,2,20
20,1,1,1,2,2,3,1,8
20,1,0,0,1,2,2,1,11
20,3,1,1,1,1,5,1,20
20,3,1,1,1,1,5,2,21
20,1,0,1,1,1,2,2,13
20,1,1,0,2,2,2,1,10
20,2,0,1,1,1,3,2,7
20,1,0,0,2,1,5,1,9
20,1,0,1,1,2,1,1,24
20,2,0,1,1,1,3,1,9
20,2,1,1,1,2,3,1,28
20,1,0,0,2,2,5,2,4
20,1,1,0,2,1,5,1,1
20,2,1,1,1,2,5,2,15
20,1,1,0,1,2,1,1,3
20,1,0,1,1,2,3,1,25
20,1,1,0,1,1,2,1,34
20,1,1,0,1,1,1,1,7
20,3,1,1,1,1,5,1,10
20,1,0,0,2,2,2,1,2
20,2,0,1,1,2,5,1,20
20,2,1,1,1,1,4,1,9
20,1,1,0,1,2,1,1,36
20,2,1,1,1,1,5,2,7
20,1,1,0,1,2,1,1,6
20,2,1,1,1,1,5,2,28
20,1,1,0,1,2,1,1,12
20,2,1,1,1,1,4,2,32
20,2,0,1,1,1,3,1,19
20,2,1,1,1,1,5,2,4
20,2,1,1,1,2,4,1,35
20,1,1,1,2,2,2,2,10
20,1,1,1,1,1,2,2,26
20,2,1,1,1,1,3,1,20
20,1,0,1,1,1,1,1,18
20,1,0,1,2,2,4,2,6
20,1,1,0,1,2,1,2,36
20,2,0,1,1,2,4,2,14
20,2,1,1,1,1,4,1,6
20,1,1,0,1,1,3,1,1
20,1,0,0,1,2,1,1,33
20,1,1,1,1,2,2,1,20
20,2,1,1,1,1,4,1,2
20,1,0,0,1,2,2,1,27
20,1,0,0,2,2,4,2,4
20,1,0,1,1,2,2,1,22
20,1,1,0,2,2,3,1,3
20,1,0,0,2,1,4,2,10
20,1,0,1,1,2,1,1,27
20,1,0,1,2,1,5,2,7
20,2,0,1,1,1,5,2,12
20,2,0,1,1,1,4,2,27
20,1,1,1,1,1,1,1,24
20,2,1,1,1,2,3,2,11
20,2,1,1,1,2,5,1,15
20,3,1,1,1,2,5,2,32
20,1,0,1,1,1,3,2,4
20,1,1,0,2,2,4,1,3
20,3,1,1,1,2,5,1,23
20,2,1,1,1,2,5,1,16
20,1,0,0,2,2,4,2,1
20,1,0,0,2,2,1,1,7
20,1,1,1,2,1,4,1,9
20,2,1,1,1,1,4,1,17
20,2,1,1,1,1,3,1,8
20,1,1,0,1,2,1,1,5
20,1,1,0,1,1,3,1,13
20,1,1,0,1,1,2,1,36
20,1,0,1,2,2,2,1,4
20,2,1,1,1,2,4,1,30
20,1,0,1,1,1,1,2,12
20,1,1,1,2,2,3,2,10
20,1,0,0,2,1,3,1,8
20,1,0,0,2,2,2,2,7
20,1,0,1,2,1,5,1,6
20,2,0,1,1,1,4,2,21
20,3,1,1,1,1,5,2,2
20,1,1,0,1,2,2,1,6
20,1,0,1,2,2,3,1,5
20,2,1,1,1,1,5,1,4
20,1,1,1,2,2,3,2,3
20,1,1,0,1,2,1,1,17
20,2,1,1,1,1,4,1,24
20,1,1,0,1,1,1,2,31
20,2,1,1,1,1,4,2,15
20,1,0,1,2,2,1,1,1
20,3,1,1,1,2,5,1,26
20,3,1,1,1,1,5,2,23
20,1,0,1,1,2,3,2,4
20,1,0,0,2,1,5,2,4
20,3,1,1,1,2,5,2,26
20,2,1,1,1,2,5,2,13
20,1,1,0,2,2,5,1,5
20,1,1,0,2,2,2,1,9
20,2,1,1,1,2,4,1,3
20,3,1,1,1,1,5,2,6
20,3,1,1,1,2,5,2,11
20,1,1,1,2,1,2,1,2
20,3,1,1,1,1,5,2,17
20,1,1,1,2,1,1,1,2
20,1,0,0,2,2,4,2,10
20,1,1,0,1,1,2,1,25
20,1,1,0,2,1,2,1,4
20,1,1,1,2,2,3,1,9
20,1,0,1,1,2,2,2,30
20,2,1,1,1,2,4,1,12
20,2,0,1,1,1,4,2,35
20,2,1,1,1,2,5,2,8
20,1,0,1,1,1,2,2,27
20,2,1,1,1,2,5,2,29
20,1,1,1,1,1,1,1,22
20,2,1,1,1,1,5,2,9
20,1,1,0,1,1,1,2,17
20,1,0,1,1,1,1,2,21
20,1,0,0,1,2,1,1,16
20,1,0,0,1,1,2,2,35
20,1,0,1,1,2,2,2,9
20,1,1,1,1,2,3,1,30
20,1,1,1,2,1,1,2,5
20,1,1,1,2,1,1,1,10
20,1,0,1,2,1,1,2,4
20,1,0,0,1,1,1,2,20
20,1,0,1,1,2,1,2,29
20,1,0,0,1,1,1,2,22
20,2,1,1,1,1,5,1,3
20,1,0,0,1,1,3,1,12
20,2,1,1,1,1,5,1,29
20,1,0,1,1,2,2,2,6
20,1,0,1,2,2,4,2,2
20,1,1,0,2,1,3,2,6
20,1,1,1,1,2,2,2,15
20,1,0,0,2,2,4,1,1
20,1,0,1,1,1,1,1,9
20,1,0,1,2,2,4,1,4
20,1,1,1,2,2,4,1,2
20,2,1,1,1,1,5,1,7
20,1,1,1,2,2,5,1,2
20,1,1,1,2,2,1,2,7
20,2,1,1,1,1,5,1,36
20,1,1,0,1,1,1,1,27
20,3,1,1,1,1,5,2,32
20,2,1,1,1,2,5,2,5
20,2,0,1,1,2,3,2,34
20,1,0,1,2,2,2,2,1
20,2,1,1,1,2,4,1,4
20,1,1,1,2,2,1,1,10
20,1,1,1,2,1,3,1,2
20,1,1,1,1,1,2,2,5
20,1,1,1,2,2,1,2,6
20,1,1,1,2,2,1,2,5
20,2,1,1,1,2,4,2,32
20,2,1,1,1,1,4,2,20
20,1,1,0,1,1,2,2,15
20,1,1,0,2,1,5,1,6
20,1,0,1,1,1,1,2,15
20,1,0,0,1,1,2,2,30
20,1,0,0,1,1,4,2,22
20,1,1,1,1,2,3,2,1
20,1,0,1,2,2,4,2,8
20,2,0,1,1,1,4,1,31
20,2,1,1,1,2,4,1,8
20,1,0,0,1,2,2,2,5
20,2,1,1,1,1,5,2,36
20,1,0,1,2,2,1,2,9
20,1,1,0,1,1,2,2,17
20,1,0,0,2,1,1,1,5
20,2,1,1,1,2,4,2,11
20,1,0,0,1,2,1,2,32
20,1,1,0,1,2,2,1,29
20,1,0,1,1,2,4,2,33
20,1,1,1,2,2,1,2,1
20,2,1,1,1,1,4,1,20
20,1,0,1,1,2,1,1,35
20,2,0,1,1,2,3,1,21
20,1,1,1,1,2,3,1,17
20,2,1,1,1,1,5,2,1
20,1,1,1,1,2,3,1,33
20,1,0,0,1,2,2,1,19
20,2,1,1,1,2,4,1,26
20,1,1,0,2,1,1,2,4
20,1,0,0,2,2,4,2,2
20,1,1,0,1,1,3,2,3
20,2,1,1,1,2,5,2,35
20,1,1,1,1,1,1,1,11
20,2,1,1,1,1,3,1,14
20,1,0,1,1,2,3,2,31
20,2,1,1,1,2,4,1,7
20,1,0,1,1,1,3,2,13
20,1,1,1,2,2,4,2,1
20,1,1,1,2,1,4,2,1
20,1,1,1,1,2,3,2,17
20,1,1,0,1,2,4,2,19
20,3,1,1,1,2,5,1,11
20,2,1,1,1,1,5,1,13
20,2,0,1,1,1,4,2,28
20,2,0,1,1,2,4,2,3
20,2,1,1,1,2,5,1,1
20,1,1,1,2,1,3,1,7
20,1,1,1,2,1,4,1,1
20,1,0,0,2,1,4,2,3
20,1,0,0,2,1,3,2,6
20,1,0,1,1,2,4,2,36
20,1,0,0,2,2,5,1,1
20,1,1,0,1,1,1,1,4
20,1,1,0,2,1,1,1,7
20,2,1,1,1,1,4,1,4
20,1,1,1,2,1,4,2,9
20,1,1,0,2,1,2,1,10
20,1,1,0,2,2,3,1,7
20,2,0,1,1,2,4,2,10
20,2,0,1,1,2,4,2,35
20,2,1,1,1,2,4,2,17
20,1,1,1,2,2,5,1,4
20,1,1,0,1,2,3,1,2
20,1,0,0,1,1,3,1,25
20,1,0,1,2,1,3,2,8
