"","exp","signcon.statistic","signcon.p","directional_test.statistic","directional_test.p","directional_test.ci_low","directional_test.ci_high"
"25","data_Lo_unpub.csv",0.933806451612903,0,-0.249508326372873,0.000199980001999833,-0.290352113689334,-0.204688815682914
"26","data_Martin_unpub.csv",0.479333333333333,0.503449655034497,-0.0264507047712424,0.246175382461754,-0.0695140217337739,0.00849463565173087
"27","data_Massoni_2017.csv",0.549858823529412,0.0046995300469953,0.0315472143272367,0.128987101289871,-0.0090614755403178,0.071247238644445
"28","data_Massoni_unpub.csv",0.49788,0.483551644835516,-0.00310640211859468,0.797320267973203,-0.0273138521817989,0.0214711813989461
"29","data_Matthews_2019.csv",0.637294117647059,0.001999800019998,-0.0222485210181071,0.0409959004099589,-0.042815759710402,-0.0018884742911331
"30","data_Mazor_2020.csv",0.720782608695652,0,0.0754410823235258,0,0.0497867411258889,0.100753790967816
"31","data_Mazor_2021_Expt1.csv",0.545320261437908,0.0196980301969804,-0.0205968109360333,0.0853914608539146,-0.0436182621364433,0.00282015635772399
"32","data_Mazor_2021_Expt2.csv",0.533088888888889,0.0862913708629137,0.0225914521698738,0.123587641235877,-0.00569178315488995,0.0504133363774979
"33","data_Mazor_2021_Expt3.csv",0.602103448275862,0.00119988001199878,-0.034944892179669,0.174182581741826,-0.0847234191623361,0.0131513425098019
"34","data_Mazor_2021_Expt4.csv",0.552393939393939,0.0373962603739626,-0.0271257596486428,0.153384661533847,-0.0644492343089696,0.0091166394970357
"35","data_Mazor_2021_Expt5.csv",0.483882352941176,0.653634636536346,-0.0234370494527525,0.0581941805819417,-0.0471689023327059,0.000292948336887098
"36","data_Mazor_2021_Expt6.csv",0.509333333333333,0.282371762823718,-0.00251281474293507,0.84971502849715,-0.0289762125269495,0.0236203127135595
"37","data_Mazor_2021_Expt7.csv",0.578019417475728,0.00149985001499853,-0.0873753984073882,0.000199980001999833,-0.113760010045794,-0.0610420909280541
"38","data_Mei_2019_Exp1.csv",0.514933333333333,0.487351264873513,-0.00793391292044205,0.635536446355364,-0.0396745626451601,0.0238955801787463
"39","data_Mei_2019_Exp2.csv",0.570875,0.161083891610839,-0.00596207172979724,0.740925907409259,-0.0384204151925761,0.0282703645475835
"40","data_OHora_2017.csv",0.515185185185185,0.293770622937706,0.0190023242389176,0.0761923807619238,-0.00175209695309993,0.038526579772624
"41","data_OHora_unpub_1.csv",0.551055555555556,0.14008599140086,0.00235382269556853,0.837516248375163,-0.0191629043082982,0.0237465173319863
"42","data_OHora_unpub_2.csv",0.526814814814815,0.394960503949605,-0.00583029637283855,0.688531146885311,-0.0348271972922856,0.023128435005076
"43","data_Paulewicz_unpub3.csv",0.470285714285714,0.813618638136186,-0.0312224222119891,0.0619938006199381,-0.0636216663475522,-0.000355656027670446
"44","data_Paulewicz_unpub4.csv",0.534,0.350664933506649,-0.00661237361141183,0.624537546245375,-0.0316597815636327,0.0194997883893279
"45","data_Prieto_unpub.csv",0.56902,0.000199980001999833,0.0355487070722391,0,0.0209210781397402,0.0504211511818163
"46","data_Rausch_2016.csv",0.6621,0.00549945005499453,-0.0203334595863524,0.168583141685831,-0.0473015421707092,0.00694789326859824
"47","data_Rausch_2018_Expt1.csv",0.7423,0,-0.0163400891502935,0.317168283171683,-0.0454665888342477,0.014179829554131
"48","data_Rausch_2018_Expt2.csv",0.716307692307692,0,0.00871461228561771,0.430756924307569,-0.0123059298581573,0.0297360427654048
"49","data_Rausch_2020.csv",0.71664,0,0.0433863986875699,0.00899910008999094,0.0133676830506834,0.0727405015688539
"50","data_Reyes_2015.csv",0.523777777777778,0.410558944105589,-0.0452389929154006,0.0157984201579842,-0.0789867805979193,-0.012475132648631
"51","data_Reyes_unpub.csv",0.608,0.0109989001099891,0.0180039581856641,0.25977402259774,-0.0123382528104262,0.0485000011170632
"52","data_Rouault_2018_Expt1.csv",0.537489795918367,0.00129987001299869,0.0154524447668988,0.000799920007999111,0.00677034440785203,0.0241931994126127
"53","data_Rouault_2018_Expt2.csv",0.537423868312757,0.00159984001599844,0.0112545266706835,0.0277972202779722,0.0014685114167808,0.0209677847353254
"54","data_Rouault_2019.csv",0.537820895522388,0.104789521047895,0.0020327196347923,0.877512248775123,-0.0225637101722346,0.0261560695482444
"55","data_Rouault_2020.csv",0.493647058823529,0.467053294670533,0.0140480489201108,0.356564343565643,-0.0155440637489883,0.0428785774162493
"56","data_Schmidt_2019_memory.csv",0.557333333333333,0.1001899810019,-0.0137935639688887,0.27997200279972,-0.0377163975003466,0.00970794685963487
"57","data_Schmidt_2019_perception.csv",0.580814814814815,0.127487251274872,0.0391863955001723,0.0821917808219179,2.18980288135726e-05,0.0834952259934397
"58","data_Schurgin_2018.csv",0.569142857142857,0.0327967203279672,-0.0192740629410779,0.218978102189781,-0.0497686591926728,0.0109697679743977
"59","data_Sherman_2016_JN.csv",0.890105263157895,0,0.177344408906246,0,0.14210136245226,0.210858985534421
"60","data_Sherman_2016_JOCN.csv",0.797294117647059,0,-0.134716607116189,0.00119988001199878,-0.18874959484768,-0.0782241647080892
"61","data_Sherman_unpub_Expt1.csv",0.635409090909091,0.000499950004999472,-0.00386764807423349,0.67013298670133,-0.0213187023714493,0.0135848132874248
"62","data_Sherman_unpub_Expt2.csv",0.483,0.732526747325267,0.00256044239962083,0.869513048695131,-0.0252054698232859,0.0325638096876429
"63","data_Siedlecka_2016.csv",0.5615,0.0891910808919109,-0.211950757575758,0.000199980001999833,-0.295197510822511,-0.129589646464646
"64","data_Siedlecka_2018_bioRxiv.csv",0.566,0.154584541545845,-0.0747164795081462,0.104189581041896,-0.158832985109027,0.011347990743824
"65","data_Siedlecka_2019_Exp1.csv",0.57624,0.0717928207179283,-0.0138820527186478,0.635936406359364,-0.0725492635635546,0.0423299242554097
"66","data_Siedlecka_2019_Exp2.csv",0.595666666666667,0.00699930006999305,-0.113468864056284,0.000199980001999833,-0.151096302463072,-0.0757510818257924
"67","data_Siedlecka_unpub.csv",0.509076923076923,0.44995500449955,-0.00518972469015268,0.902309769023098,-0.0798371721598554,0.0664939765820581
"68","data_Skora_2016.csv",0.546315789473684,0.220577942205779,0.0378976253878064,0.125987401259874,-0.00362572224230592,0.0847449644931053
"69","data_Skora_unpub.csv",0.503853658536585,0.562243775622438,0.0308389940864285,0.00719928007199289,0.00986438146292094,0.0528331451010651
"70","data_Teuchies_2019.csv",0.337333333333333,0.686931306869313,-0.0147206014193718,0.593140685931407,-0.0670142279662382,0.0348022157745771
"71","data_VanBoxtel_2019_Expt1.csv",0.5972,0.0107989201079892,-0.0100922972008786,0.133186681331867,-0.0227885656430697,0.00291208150921667
"72","data_VanBoxtel_2019_Expt2.csv",0.627351351351351,0.00759924007599244,-0.0203233447937094,0.0853914608539146,-0.0432947393588004,0.00176393244752311
"73","data_Ye_2018.csv",0.485888888888889,0.639336066393361,-0.000419851280271407,0.973302669733027,-0.0215729684039468,0.0191102979461081
"74","data_Zylberberg_2016.csv",0.558666666666667,0.276972302769723,0.00369032329828182,0.987101289871013,-0.0226583827911213,0.0396979341868899
